id_bvote,scrutin,annee,tour,date,num_circ,num_quartier,num_arrond,num_bureau,nb_procu,nb_inscr,nb_emarg,nb_votant,nb_bl_nul,nb_exprim,raw_row_id,candidate_source_column,votes,candidate,source_file,dataset_id,vote_share_exprimes,vote_share_registered,nb_bl,nb_nul,source_bv_id,nom,prenom,nuance,liste
75056_0101,Municipales,2014,1.0,,,,01,01,,1083.0,,,,659.0,0.0,magniette_dominique,14.0,magniette_dominique,elections-municipales-2014-1ertour.parquet,elections-municipales-2014-1ertour,0.021199999377131462,0.012899999506771564,,,75056_0101,MAGNIETTE,Dominique,LPG,
75056_0101,Municipales,2014,1.0,,,,01,01,,1083.0,,,,659.0,1.0,raoul_loïg,148.0,raoul_loïg,elections-municipales-2014-1ertour.parquet,elections-municipales-2014-1ertour,0.22459998726844788,0.13670000433921814,,,75056_0101,RAOUL,Loïg,LUG,
75056_0101,Municipales,2014,1.0,,,,01,01,,1083.0,,,,659.0,2.0,legaret_jean-françois,365.0,legaret_jean-françois,elections-municipales-2014-1ertour.parquet,elections-municipales-2014-1ertour,0.5539000034332275,0.3370000123977661,,,75056_0101,LEGARET,Jean-François,LUD,
75056_0101,Municipales,2014,1.0,,,,01,01,,1083.0,,,,659.0,3.0,bourguinat_elisabeth,82.0,bourguinat_elisabeth,elections-municipales-2014-1ertour.parquet,elections-municipales-2014-1ertour,0.12439999729394913,0.07569999992847443,,,75056_0101,BOURGUINAT,Elisabeth,LVEC,
75056_0101,Municipales,2014,1.0,,,,01,01,,1083.0,,,,659.0,4.0,rauch_olivier,33.0,rauch_olivier,elections-municipales-2014-1ertour.parquet,elections-municipales-2014-1ertour,0.05010000243782997,0.030500000342726707,,,75056_0101,RAUCH,Olivier,LFN,
75056_0101,Municipales,2014,1.0,,,,01,01,,1083.0,,,,659.0,5.0,guignon_laurent,15.0,guignon_laurent,elections-municipales-2014-1ertour.parquet,elections-municipales-2014-1ertour,0.02280000038444996,0.013899999670684338,,,75056_0101,GUIGNON,Laurent,LDIV,
75056_0101,Municipales,2014,1.0,,,,01,01,,1083.0,,,,659.0,6.0,saulnier_marielle,2.0,saulnier_marielle,elections-municipales-2014-1ertour.parquet,elections-municipales-2014-1ertour,0.003000000026077032,0.0018000000854954123,,,75056_0101,SAULNIER,Marielle,LEXG,
75056_0102,Municipales,2014,1.0,,,,01,02,,1091.0,,,,672.0,7.0,guignon_laurent,20.0,guignon_laurent,elections-municipales-2014-1ertour.parquet,elections-municipales-2014-1ertour,0.02979999966919422,0.018300000578165054,,,75056_0102,GUIGNON,Laurent,LDIV,
75056_0102,Municipales,2014,1.0,,,,01,02,,1091.0,,,,672.0,8.0,saulnier_marielle,2.0,saulnier_marielle,elections-municipales-2014-1ertour.parquet,elections-municipales-2014-1ertour,0.003000000026077032,0.0018000000854954123,,,75056_0102,SAULNIER,Marielle,LEXG,
75056_0102,Municipales,2014,1.0,,,,01,02,,1091.0,,,,672.0,9.0,legaret_jean-françois,329.0,legaret_jean-françois,elections-municipales-2014-1ertour.parquet,elections-municipales-2014-1ertour,0.4896000027656555,0.30160000920295715,,,75056_0102,LEGARET,Jean-François,LUD,
