id_bvote,scrutin,annee,tour,date,num_circ,num_quartier,num_arrond,num_bureau,nb_procu,nb_inscr,nb_emarg,nb_votant,nb_bl_nul,nb_exprim,raw_row_id,candidate_source_column,votes,candidate,source_file,dataset_id,vote_share_exprimes,vote_share_registered,nb_bl,nb_nul,source_bv_id,nom,prenom,nuance,liste
9-18,Présidentielle,2007,2,2007-05-06,4,36,9,18,90.0,1476.0,1285.0,1286.0,45.0,1241.0,15.0,sarkozy_nicolas,636.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5124899274778405,0.43089430894308944,,,,,,,
15-41,Présidentielle,2007,2,2007-05-06,13,60,15,41,70.0,1281.0,1165.0,1165.0,45.0,1120.0,16.0,sarkozy_nicolas,633.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5651785714285714,0.49414519906323184,,,,,,,
17-15,Présidentielle,2007,2,2007-05-06,17,68,17,15,72.0,1676.0,1428.0,1428.0,46.0,1382.0,17.0,sarkozy_nicolas,658.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.4761215629522431,0.3926014319809069,,,,,,,
18-14,Présidentielle,2007,2,2007-05-06,18,70,18,14,76.0,1561.0,1325.0,1325.0,45.0,1280.0,18.0,sarkozy_nicolas,326.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.2546875,0.2088404868673927,,,,,,,
18-41,Présidentielle,2007,2,2007-05-06,17,69,18,41,63.0,1613.0,1375.0,1375.0,64.0,1311.0,19.0,sarkozy_nicolas,612.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.4668192219679634,0.3794172349659021,,,,,,,
20-28,Présidentielle,2007,2,2007-05-06,21,80,20,28,56.0,1670.0,1404.0,1404.0,43.0,1361.0,20.0,sarkozy_nicolas,533.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.39162380602498165,0.3191616766467066,,,,,,,
6-7,Présidentielle,2007,2,2007-05-06,3,24,6,7,93.0,1013.0,887.0,887.0,33.0,854.0,21.0,sarkozy_nicolas,550.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.6440281030444965,0.5429417571569596,,,,,,,
14-36,Présidentielle,2007,2,2007-05-06,11,56,14,36,66.0,1318.0,1116.0,1116.0,47.0,1069.0,22.0,sarkozy_nicolas,591.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5528531337698784,0.44840667678300455,,,,,,,
16-50,Présidentielle,2007,2,2007-05-06,14,61,16,50,123.0,1429.0,1268.0,1267.0,35.0,1232.0,23.0,sarkozy_nicolas,956.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.775974025974026,0.668999300209937,,,,,,,
19-16,Présidentielle,2007,2,2007-05-06,20,76,19,16,54.0,1404.0,1250.0,1250.0,39.0,1211.0,24.0,sarkozy_nicolas,443.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.365813377374071,0.31552706552706555,,,,,,,
20-38,Présidentielle,2007,2,2007-05-06,21,78,20,38,99.0,1837.0,1558.0,1558.0,65.0,1493.0,25.0,sarkozy_nicolas,657.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.44005358338914935,0.35764833968426785,,,,,,,
11-39,Présidentielle,2007,2,2007-05-06,6,41,11,39,107.0,1487.0,1318.0,1319.0,44.0,1275.0,26.0,sarkozy_nicolas,439.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.34431372549019607,0.2952252858103564,,,,,,,
13-46,Présidentielle,2007,2,2007-05-06,10,51,13,46,69.0,1863.0,1549.0,1549.0,73.0,1476.0,27.0,sarkozy_nicolas,777.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5264227642276422,0.4170692431561997,,,,,,,
18-57,Présidentielle,2007,2,2007-05-06,19,72,18,57,75.0,1872.0,1609.0,1609.0,37.0,1572.0,28.0,sarkozy_nicolas,467.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.2970737913486005,0.24946581196581197,,,,,,,
19-30,Présidentielle,2007,2,2007-05-06,20,75,19,30,72.0,1616.0,1403.0,1403.0,34.0,1369.0,29.0,sarkozy_nicolas,513.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.3747260774287801,0.31745049504950495,,,,,,,
19-37,Présidentielle,2007,2,2007-05-06,20,75,19,37,40.0,1061.0,935.0,935.0,23.0,912.0,30.0,sarkozy_nicolas,381.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.41776315789473684,0.3590951932139491,,,,,,,
13-52,Présidentielle,2007,2,2007-05-06,10,51,13,52,63.0,1379.0,1236.0,1236.0,56.0,1180.0,31.0,sarkozy_nicolas,585.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.4957627118644068,0.4242204496011603,,,,,,,
15-33,Présidentielle,2007,2,2007-05-06,13,57,15,33,82.0,1474.0,1260.0,1260.0,52.0,1208.0,32.0,sarkozy_nicolas,674.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5579470198675497,0.45725915875169604,,,,,,,
17-54,Présidentielle,2007,2,2007-05-06,16,65,17,54,93.0,1399.0,1237.0,1238.0,46.0,1192.0,33.0,sarkozy_nicolas,941.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.7894295302013423,0.6726233023588277,,,,,,,
18-35,Présidentielle,2007,2,2007-05-06,18,69,18,35,101.0,1322.0,1149.0,1149.0,40.0,1109.0,34.0,sarkozy_nicolas,519.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.46798917944093776,0.3925869894099849,,,,,,,
1-4,Présidentielle,2007,2,2007-05-06,1,2,1,4,89.0,1315.0,1148.0,1148.0,48.0,1100.0,35.0,sarkozy_nicolas,475.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.4318181818181818,0.3612167300380228,,,,,,,
5-13,Présidentielle,2007,2,2007-05-06,2,18,5,13,92.0,1328.0,1155.0,1155.0,40.0,1115.0,36.0,sarkozy_nicolas,582.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5219730941704036,0.4382530120481928,,,,,,,
13-23,Présidentielle,2007,2,2007-05-06,9,50,13,23,70.0,1936.0,1649.0,1649.0,57.0,1592.0,37.0,sarkozy_nicolas,573.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.3599246231155779,0.2959710743801653,,,,,,,
14-45,Présidentielle,2007,2,2007-05-06,10,54,14,45,76.0,1563.0,1406.0,1406.0,55.0,1351.0,38.0,sarkozy_nicolas,546.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.40414507772020725,0.3493282149712092,,,,,,,
16-12,Présidentielle,2007,2,2007-05-06,15,62,16,12,116.0,1681.0,1487.0,1487.0,32.0,1455.0,39.0,sarkozy_nicolas,1182.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.8123711340206186,0.7031528851873885,,,,,,,
13-48,Présidentielle,2007,2,2007-05-06,10,51,13,48,81.0,1560.0,1333.0,1333.0,41.0,1292.0,40.0,sarkozy_nicolas,491.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.380030959752322,0.31474358974358974,,,,,,,
20-23,Présidentielle,2007,2,2007-05-06,21,80,20,23,62.0,1674.0,1442.0,1442.0,43.0,1399.0,41.0,sarkozy_nicolas,451.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.32237312365975695,0.2694145758661888,,,,,,,
8-14,Présidentielle,2007,2,2007-05-06,4,30,8,14,110.0,1447.0,1221.0,1221.0,23.0,1198.0,42.0,sarkozy_nicolas,946.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.7896494156928213,0.6537664132688321,,,,,,,
16-32,Présidentielle,2007,2,2007-05-06,14,62,16,32,84.0,1249.0,1102.0,1101.0,30.0,1071.0,43.0,sarkozy_nicolas,860.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.8029878618113913,0.688550840672538,,,,,,,
15-5,Présidentielle,2007,2,2007-05-06,13,57,15,5,91.0,1450.0,1278.0,1268.0,38.0,1230.0,44.0,sarkozy_nicolas,720.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5853658536585366,0.496551724137931,,,,,,,
11-22,Présidentielle,2007,2,2007-05-06,7,44,11,22,120.0,1442.0,1257.0,1257.0,31.0,1226.0,45.0,sarkozy_nicolas,434.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.3539967373572594,0.30097087378640774,,,,,,,
12-2,Présidentielle,2007,2,2007-05-06,8,46,12,2,81.0,1402.0,1218.0,1219.0,57.0,1162.0,46.0,sarkozy_nicolas,534.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.459552495697074,0.38088445078459343,,,,,,,
9-20,Présidentielle,2007,2,2007-05-06,4,36,9,20,95.0,1436.0,1248.0,1248.0,42.0,1206.0,47.0,sarkozy_nicolas,455.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.37728026533996684,0.3168523676880223,,,,,,,
10-28,Présidentielle,2007,2,2007-05-06,5,38,10,28,226.0,1777.0,1524.0,1524.0,49.0,1475.0,48.0,sarkozy_nicolas,530.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.3593220338983051,0.29825548677546426,,,,,,,
12-58,Présidentielle,2007,2,2007-05-06,7,48,12,58,94.0,1536.0,1348.0,1348.0,47.0,1301.0,49.0,sarkozy_nicolas,519.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.398923904688701,0.337890625,,,,,,,
15-22,Présidentielle,2007,2,2007-05-06,13,57,15,22,87.0,1558.0,1304.0,1304.0,52.0,1252.0,50.0,sarkozy_nicolas,678.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5415335463258786,0.43517329910141206,,,,,,,
15-67,Présidentielle,2007,2,2007-05-06,12,59,15,67,113.0,1510.0,1311.0,1312.0,35.0,1277.0,51.0,sarkozy_nicolas,842.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.6593578700078309,0.5576158940397351,,,,,,,
18-5,Présidentielle,2007,2,2007-05-06,18,70,18,5,101.0,1659.0,1420.0,1420.0,45.0,1375.0,52.0,sarkozy_nicolas,436.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.3170909090909091,0.2628089210367691,,,,,,,
19-4,Présidentielle,2007,2,2007-05-06,20,76,19,4,79.0,1314.0,1079.0,1079.0,40.0,1039.0,53.0,sarkozy_nicolas,484.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.465832531280077,0.3683409436834094,,,,,,,
14-18,Présidentielle,2007,2,2007-05-06,11,56,14,18,111.0,1513.0,1353.0,1354.0,52.0,1302.0,54.0,sarkozy_nicolas,591.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.4539170506912442,0.3906146728354263,,,,,,,
15-18,Présidentielle,2007,2,2007-05-06,13,57,15,18,73.0,1419.0,1219.0,1219.0,45.0,1174.0,55.0,sarkozy_nicolas,695.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5919931856899489,0.4897815362931642,,,,,,,
12-32,Présidentielle,2007,2,2007-05-06,8,45,12,32,77.0,1463.0,1290.0,1290.0,39.0,1251.0,56.0,sarkozy_nicolas,647.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5171862509992007,0.44224196855775805,,,,,,,
15-35,Présidentielle,2007,2,2007-05-06,13,60,15,35,114.0,1517.0,1330.0,1330.0,48.0,1282.0,57.0,sarkozy_nicolas,820.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.6396255850234009,0.5405405405405406,,,,,,,
16-3,Présidentielle,2007,2,2007-05-06,15,62,16,3,133.0,1209.0,1059.0,1059.0,17.0,1042.0,58.0,sarkozy_nicolas,869.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.8339731285988484,0.7187758478081059,,,,,,,
5-16,Présidentielle,2007,2,2007-05-06,2,18,5,16,104.0,1453.0,1302.0,1302.0,48.0,1254.0,59.0,sarkozy_nicolas,535.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.4266347687400319,0.3682037164487268,,,,,,,
12-21,Présidentielle,2007,2,2007-05-06,8,46,12,21,79.0,1479.0,1302.0,1303.0,36.0,1267.0,60.0,sarkozy_nicolas,615.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.48539857932123126,0.4158215010141988,,,,,,,
19-13,Présidentielle,2007,2,2007-05-06,20,76,19,13,50.0,1242.0,1070.0,1070.0,31.0,1039.0,61.0,sarkozy_nicolas,399.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.38402309913378246,0.321256038647343,,,,,,,
11-3,Présidentielle,2007,2,2007-05-06,7,43,11,3,109.0,1557.0,1361.0,1361.0,34.0,1327.0,62.0,sarkozy_nicolas,471.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.3549359457422758,0.302504816955684,,,,,,,
9-6,Présidentielle,2007,2,2007-05-06,4,34,9,6,78.0,1104.0,942.0,942.0,35.0,907.0,63.0,sarkozy_nicolas,608.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.6703417861080485,0.5507246376811594,,,,,,,
19-48,Présidentielle,2007,2,2007-05-06,20,74,19,48,50.0,1414.0,1178.0,1178.0,32.0,1146.0,64.0,sarkozy_nicolas,444.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.387434554973822,0.314002828854314,,,,,,,
11-1,Présidentielle,2007,2,2007-05-06,7,43,11,1,114.0,1180.0,1023.0,1023.0,30.0,993.0,65.0,sarkozy_nicolas,397.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.3997985901309164,0.3364406779661017,,,,,,,
12-54,Présidentielle,2007,2,2007-05-06,7,48,12,54,197.0,1444.0,1238.0,1238.0,47.0,1191.0,66.0,sarkozy_nicolas,520.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.436607892527288,0.3601108033240997,,,,,,,
17-50,Présidentielle,2007,2,2007-05-06,16,65,17,50,77.0,1434.0,1232.0,1232.0,40.0,1192.0,67.0,sarkozy_nicolas,916.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.7684563758389261,0.6387726638772664,,,,,,,
19-50,Présidentielle,2007,2,2007-05-06,19,73,19,50,49.0,1148.0,942.0,942.0,32.0,910.0,68.0,sarkozy_nicolas,435.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.47802197802197804,0.3789198606271777,,,,,,,
4-11,Présidentielle,2007,2,2007-05-06,1,13,4,11,86.0,1059.0,922.0,922.0,38.0,884.0,69.0,sarkozy_nicolas,452.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5113122171945701,0.42681775259678945,,,,,,,
8-16,Présidentielle,2007,2,2007-05-06,4,30,8,16,103.0,1347.0,1173.0,1173.0,43.0,1130.0,70.0,sarkozy_nicolas,913.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.8079646017699115,0.6778025241276912,,,,,,,
19-2,Présidentielle,2007,2,2007-05-06,20,76,19,2,194.0,1286.0,1122.0,1122.0,30.0,1092.0,71.0,sarkozy_nicolas,471.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.43131868131868134,0.36625194401244165,,,,,,,
6-6,Présidentielle,2007,2,2007-05-06,3,21,6,6,100.0,1186.0,1020.0,1020.0,45.0,975.0,72.0,sarkozy_nicolas,563.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5774358974358974,0.47470489038785835,,,,,,,
15-53,Présidentielle,2007,2,2007-05-06,12,60,15,53,71.0,1560.0,1326.0,1327.0,53.0,1274.0,73.0,sarkozy_nicolas,782.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.6138147566718996,0.5012820512820513,,,,,,,
20-62,Présidentielle,2007,2,2007-05-06,6,77,20,62,76.0,1577.0,1351.0,1352.0,42.0,1310.0,74.0,sarkozy_nicolas,339.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.2587786259541985,0.21496512365250475,,,,,,,
17-45,Présidentielle,2007,2,2007-05-06,16,65,17,45,113.0,1483.0,1283.0,1283.0,46.0,1237.0,75.0,sarkozy_nicolas,942.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.761519805982215,0.6351989211058665,,,,,,,
18-12,Présidentielle,2007,2,2007-05-06,18,70,18,12,55.0,1404.0,1202.0,1202.0,30.0,1172.0,76.0,sarkozy_nicolas,405.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.3455631399317406,0.28846153846153844,,,,,,,
6-18,Présidentielle,2007,2,2007-05-06,2,23,6,18,84.0,963.0,849.0,849.0,30.0,819.0,77.0,sarkozy_nicolas,541.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.6605616605616605,0.5617860851505712,,,,,,,
8-13,Présidentielle,2007,2,2007-05-06,4,30,8,13,108.0,1440.0,1213.0,1213.0,29.0,1184.0,78.0,sarkozy_nicolas,921.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.7778716216216216,0.6395833333333333,,,,,,,
11-2,Présidentielle,2007,2,2007-05-06,7,43,11,2,108.0,1174.0,1050.0,1050.0,42.0,1008.0,79.0,sarkozy_nicolas,376.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.373015873015873,0.3202725724020443,,,,,,,
9-1,Présidentielle,2007,2,2007-05-06,4,35,9,1,102.0,1482.0,1244.0,1244.0,36.0,1208.0,80.0,sarkozy_nicolas,654.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5413907284768212,0.44129554655870445,,,,,,,
12-25,Présidentielle,2007,2,2007-05-06,8,46,12,25,97.0,1648.0,1459.0,1459.0,40.0,1419.0,81.0,sarkozy_nicolas,739.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.5207892882311487,0.4484223300970874,,,,,,,
16-22,Présidentielle,2007,2,2007-05-06,15,64,16,22,88.0,1231.0,1045.0,1045.0,25.0,1020.0,82.0,sarkozy_nicolas,859.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.842156862745098,0.6978066612510154,,,,,,,
19-45,Présidentielle,2007,2,2007-05-06,20,74,19,45,30.0,944.0,793.0,793.0,18.0,775.0,83.0,sarkozy_nicolas,260.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.33548387096774196,0.2754237288135593,,,,,,,
19-61,Présidentielle,2007,2,2007-05-06,19,73,19,61,54.0,1438.0,1230.0,1230.0,40.0,1190.0,84.0,sarkozy_nicolas,396.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.33277310924369746,0.2753824756606398,,,,,,,
18-37,Présidentielle,2007,2,2007-05-06,17,69,18,37,95.0,1740.0,1502.0,1502.0,46.0,1456.0,85.0,sarkozy_nicolas,631.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.4333791208791209,0.3626436781609195,,,,,,,
19-59,Présidentielle,2007,2,2007-05-06,19,73,19,59,116.0,1482.0,1267.0,1267.0,41.0,1226.0,86.0,sarkozy_nicolas,455.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.37112561174551384,0.30701754385964913,,,,,,,
20-30,Présidentielle,2007,2,2007-05-06,21,80,20,30,30.0,1358.0,1107.0,1107.0,47.0,1060.0,87.0,sarkozy_nicolas,422.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.39811320754716983,0.31075110456553756,,,,,,,
16-17,Présidentielle,2007,2,2007-05-06,15,63,16,17,146.0,1584.0,1394.0,1394.0,35.0,1359.0,88.0,sarkozy_nicolas,1183.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.8704930095658573,0.7468434343434344,,,,,,,
7-24,Présidentielle,2007,2,2007-05-06,3,28,7,24,103.0,1141.0,1016.0,1016.0,16.0,1000.0,89.0,sarkozy_nicolas,829.0,sarkozy_nicolas,elections-presidentielles-2007-2emetour.parquet,elections-presidentielles-2007-2emetour,0.829,0.726555652936021,,,,,,,
